ID	Symbol	SPOT_ID	ENTREZ_GENE_ID
1021_at	CDK6	cyclin dependent kinase 6	1021
10210_at	TOPORS	TOP1 binding arginine/serine rich protein	10210
10211_at	FLOT1	flotillin 1	10211
10212_at	DDX39A	DEAD-box helicase 39A	10212
10213_at	PSMD14	"proteasome 26S subunit, non-ATPase 14"	10213
102157402_at	AK6	adenylate kinase 6	102157402
10217_at	CTDSPL	CTD small phosphatase like	10217
1022_at	CDK7	cyclin dependent kinase 7	1022
10220_at	GDF11	growth differentiation factor 11	10220
10224_at	ZNF443	zinc finger protein 443	10224
10226_at	PLIN3	perilipin 3	10226
10227_at	MFSD10	major facilitator superfamily domain containing 10	10227
10228_at	STX6	syntaxin 6	10228
10229_at	COQ7	"coenzyme Q7, hydroxylase"	10229
10230_at	NBR2	neighbor of BRCA1 gene 2 (non-protein coding)	10230
10231_at	RCAN2	regulator of calcineurin 2	10231
10236_at	HNRNPR	heterogeneous nuclear ribonucleoprotein R	10236
10237_at	SLC35B1	solute carrier family 35 member B1	10237
10238_at	DCAF7	DDB1 and CUL4 associated factor 7	10238
1024_at	CDK8	cyclin dependent kinase 8	1024
10240_at	MRPS31	mitochondrial ribosomal protein S31	10240
10241_at	CALCOCO2	calcium binding and coiled-coil domain 2	10241
10242_at	KCNMB2	potassium calcium-activated channel subfamily M regulatory beta subunit 2	10242
10243_at	GPHN	gephyrin	10243
10244_at	RABEPK	Rab9 effector protein with kelch motifs	10244
10245_at	TIMM17B	translocase of inner mitochondrial membrane 17 homolog B (yeast)	10245
10247_at	RIDA	reactive intermediate imine deaminase A homolog	10247
10248_at	POP7	"POP7 homolog, ribonuclease P/MRP subunit"	10248
10249_at	GLYAT	glycine-N-acyltransferase	10249
1025_at	CDK9	cyclin dependent kinase 9	1025
10250_at	SRRM1	serine and arginine repetitive matrix 1	10250
10252_at	SPRY1	sprouty RTK signaling antagonist 1	10252
10253_at	SPRY2	sprouty RTK signaling antagonist 2	10253
10254_at	STAM2	signal transducing adaptor molecule 2	10254
10255_at	HCG9	HLA complex group 9 (non-protein coding)	10255
10257_at	ABCC4	ATP binding cassette subfamily C member 4	10257
1026_at	CDKN1A	cyclin dependent kinase inhibitor 1A	1026
10260_at	DENND4A	DENN domain containing 4A	10260
10262_at	SF3B4	splicing factor 3b subunit 4	10262
10263_at	CDK2AP2	cyclin dependent kinase 2 associated protein 2	10263
10266_at	RAMP2	receptor activity modifying protein 2	10266
10267_at	RAMP1	receptor activity modifying protein 1	10267
10268_at	RAMP3	receptor (G protein-coupled) activity modifying protein 3	10268
10269_at	ZMPSTE24	zinc metallopeptidase STE24	10269
1027_at	CDKN1B	cyclin dependent kinase inhibitor 1B	1027
10270_at	AKAP8	A-kinase anchoring protein 8	10270
10272_at	FSTL3	follistatin like 3	10272
102723665_at	LOC102723665	uncharacterized LOC102723665	102723665
102723773_at	LOC102723773	serine/threonine-protein kinase SMG1-like	102723773
102723779_at	LOC102723779	uncharacterized LOC102723779	102723779
102723786_at	LOC102723786	uncharacterized LOC102723786	102723786
102723864_at	LOC102723864	uncharacterized LOC102723864	102723864
102723919_at	LOC102723919	uncharacterized LOC102723919	102723919
102724002_at	LOC102724002	uncharacterized LOC102724002	102724002
102724017_at	LOC102724017	uncharacterized LOC102724017	102724017
102724094_at	LOC102724094	uncharacterized LOC102724094	102724094
102724112_at	LOC102724112	uncharacterized LOC102724112	102724112
102724156_at	LOC102724156	uncharacterized LOC102724156	102724156
102724312_at	LOC102724312	uncharacterized LOC102724312	102724312
102724368_at	CELSR3-AS1	CELSR3 antisense RNA 1 (head to head)	102724368
102724426_at	LOC102724426	Sjoegren syndrome nuclear autoantigen 1 homolog	102724426
102724517_at	LOC102724517	uncharacterized LOC102724517	102724517
102724528_at	LOC102724528	uncharacterized LOC102724528	102724528
102724570_at	LOC102724570	protein ZNF738-like	102724570
102724614_at	LOC102724614	uncharacterized LOC102724614	102724614
102724699_at	LOC102724699	uncharacterized LOC102724699	102724699
102724814_at	LOC102724814	uncharacterized LOC102724814	102724814
102724873_at	LOC102724873	zinc finger protein 75D-like	102724873
102724967_at	LOC102724967	uncharacterized LOC102724967	102724967
10273_at	STUB1	STIP1 homology and U-box containing protein 1	10273
10274_at	STAG1	stromal antigen 1	10274
10276_at	NET1	neuroepithelial cell transforming 1	10276
10277_at	UBE4B	ubiquitination factor E4B	10277
10278_at	EFS	embryonal Fyn-associated substrate	10278
1028_at	CDKN1C	cyclin dependent kinase inhibitor 1C	1028
10280_at	SIGMAR1	sigma non-opioid intracellular receptor 1	10280
10282_at	BET1	Bet1 golgi vesicular membrane trafficking protein	10282
10283_at	CWC27	CWC27 spliceosome associated protein homolog	10283
10284_at	SAP18	Sin3A associated protein 18	10284
10285_at	SMNDC1	survival motor neuron domain containing 1	10285
10286_at	BCAS2	breast carcinoma amplified sequence 2	10286
10287_at	RGS19	regulator of G-protein signaling 19	10287
10288_at	LILRB2	leukocyte immunoglobulin like receptor B2	10288
10289_at	EIF1B	eukaryotic translation initiation factor 1B	10289
10290_at	SPEG	SPEG complex locus	10290
10291_at	SF3A1	splicing factor 3a subunit 1	10291
10294_at	DNAJA2	DnaJ heat shock protein family (Hsp40) member A2	10294
10295_at	BCKDK	branched chain ketoacid dehydrogenase kinase	10295
10296_at	MAEA	macrophage erythroblast attacher	10296
10298_at	PAK4	p21 (RAC1) activated kinase 4	10298
10299_at	MARC6	membrane associated ring-CH-type finger 6	10299
103_at	ADAR	"adenosine deaminase, RNA specific"	103
10300_at	KATNB1	katanin regulatory subunit B1	10300
10301_at	DLEU1	deleted in lymphocytic leukemia 1 (non-protein coding)	10301
10302_at	SNAPC5	small nuclear RNA activating complex polypeptide 5	10302
10307_at	APBB3	amyloid beta precursor protein binding family B member 3	10307
10308_at	ZNF267	zinc finger protein 267	10308
1031_at	CDKN2C	cyclin dependent kinase inhibitor 2C	1031
10311_at	DSCR3	DSCR3 arrestin fold containing	10311
10312_at	TCIRG1	"T-cell immune regulator 1, ATPase H+ transporting V0 subunit a3"	10312
10313_at	RTN3	reticulon 3	10313
10314_at	LANCL1	LanC like 1	10314
10316_at	NMUR1	neuromedin U receptor 1	10316
10318_at	TNIP1	TNFAIP3 interacting protein 1	10318
10319_at	LAMC3	laminin subunit gamma 3	10319
1032_at	CDKN2D	cyclin dependent kinase inhibitor 2D	1032
10320_at	IKZF1	IKAROS family zinc finger 1	10320
10322_at	SMYD5	SMYD family member 5	10322
10325_at	RRAGB	Ras related GTP binding B	10325
10327_at	AKR1A1	aldo-keto reductase family 1 member A1	10327
10328_at	EMC8	ER membrane protein complex subunit 8	10328
10329_at	TMEM5	transmembrane protein 5	10329
10330_at	CNPY2	canopy FGF signaling regulator 2	10330
10335_at	MRVI1	murine retrovirus integration site 1 homolog	10335
10336_at	PCGF3	polycomb group ring finger 3	10336
10342_at	TFG	TRK-fused gene	10342
10346_at	TRIM22	tripartite motif containing 22	10346
10347_at	ABCA7	ATP binding cassette subfamily A member 7	10347
10352_at	WARS2	"tryptophanyl tRNA synthetase 2, mitochondrial"	10352
1036_at	CDO1	cysteine dioxygenase type 1	1036
10360_at	NPM3	nucleophosmin/nucleoplasmin 3	10360
10361_at	NPM2	nucleophosmin/nucleoplasmin 2	10361
10362_at	HMG20B	high mobility group 20B	10362
10363_at	HMG20A	high mobility group 20A	10363
10365_at	KLF2	Kruppel like factor 2	10365
10367_at	MICU1	mitochondrial calcium uptake 1	10367
10370_at	CITED2	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2	10370
10376_at	TUBA1B	tubulin alpha 1b	10376
10379_at	IRF9	interferon regulatory factor 9	10379
1038_at	CDR1	cerebellar degeneration related protein 1	1038
10380_at	BPNT1	"3'(2'), 5'-bisphosphate nucleotidase 1"	10380
10381_at	TUBB3	tubulin beta 3 class III	10381
10383_at	TUBB4B	tubulin beta 4B class IVb	10383
10384_at	BTN3A3	butyrophilin subfamily 3 member A3	10384
10385_at	BTN2A2	butyrophilin subfamily 2 member A2	10385
10389_at	SCML2	sex comb on midleg-like 2 (Drosophila)	10389
1039_at	CDR2	cerebellar degeneration related protein 2	1039
10390_at	CEPT1	choline/ethanolamine phosphotransferase 1	10390
10391_at	CORO2B	coronin 2B	10391
103910_at	MYL12B	myosin light chain 12B	103910
10392_at	NOD1	nucleotide binding oligomerization domain containing 1	10392
10393_at	ANAPC10	anaphase promoting complex subunit 10	10393
10395_at	DLC1	DLC1 Rho GTPase activating protein	10395
10396_at	ATP8A1	ATPase phospholipid transporting 8A1	10396
10397_at	NDRG1	N-myc downstream regulated 1	10397
10398_at	MYL9	myosin light chain 9	10398
10399_at	RACK1	receptor for activated C kinase 1	10399
104_at	ADARB1	"adenosine deaminase, RNA specific B1"	104
1040_at	CDS1	CDP-diacylglycerol synthase 1	1040
10400_at	PEMT	phosphatidylethanolamine N-methyltransferase	10400
10401_at	PIAS3	protein inhibitor of activated STAT 3	10401
10402_at	ST3GAL6	"ST3 beta-galactoside alpha-2,3-sialyltransferase 6"	10402
10404_at	CPQ	carboxypeptidase Q	10404
10406_at	WFDC2	WAP four-disulfide core domain 2	10406
10409_at	BASP1	brain abundant membrane attached signal protein 1	10409
10411_at	RAPGEF3	Rap guanine nucleotide exchange factor 3	10411
10413_at	YAP1	Yes associated protein 1	10413
10417_at	SPON2	spondin 2	10417
10419_at	PRMT5	protein arginine methyltransferase 5	10419
10420_at	TESK2	testis-specific kinase 2	10420
10421_at	CD2BP2	CD2 cytoplasmic tail binding protein 2	10421
10422_at	UBAC1	UBA domain containing 1	10422
10423_at	CDIPT	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	10423
10424_at	PGRMC2	progesterone receptor membrane component 2	10424
10425_at	ARIH2	ariadne RBR E3 ubiquitin protein ligase 2	10425
10427_at	SEC24B	"SEC24 homolog B, COPII coat complex component"	10427
10428_at	CFDP1	craniofacial development protein 1	10428
1043_at	CD52	CD52 molecule	1043
10430_at	TMEM147	transmembrane protein 147	10430
10432_at	RBM14	RNA binding motif protein 14	10432
10434_at	LYPLA1	lysophospholipase I	10434
10435_at	CDC42EP2	CDC42 effector protein 2	10435
10436_at	EMG1	"EMG1, N1-specific pseudouridine methyltransferase"	10436
10437_at	IFI30	"IFI30, lysosomal thiol reductase"	10437
10438_at	C1D	C1D nuclear receptor corepressor	10438
10439_at	OLFM1	olfactomedin 1	10439
1044_at	CDX1	caudal type homeobox 1	1044
10440_at	TIMM17A	translocase of inner mitochondrial membrane 17 homolog A (yeast)	10440
10443_at	N4BP2L2	NEDD4 binding protein 2-like 2	10443
10444_at	ZER1	zyg-11 related cell cycle regulator	10444
10445_at	MCRS1	microspherule protein 1	10445
10446_at	LRRN2	leucine rich repeat neuronal 2	10446
10449_at	ACAA2	acetyl-CoA acyltransferase 2	10449
10450_at	PPIE	peptidylprolyl isomerase E	10450
10451_at	VAV3	vav guanine nucleotide exchange factor 3	10451
10454_at	TAB1	TGF-beta activated kinase 1/MAP3K7 binding protein 1	10454
10455_at	ECI2	enoyl-CoA delta isomerase 2	10455
10456_at	HAX1	HCLS1 associated protein X-1	10456
10457_at	GPNMB	glycoprotein nmb	10457
10458_at	BAIAP2	BAI1 associated protein 2	10458
10459_at	MAD2L2	MAD2 mitotic arrest deficient-like 2 (yeast)	10459
10460_at	TACC3	transforming acidic coiled-coil containing protein 3	10460
10461_at	MERTK	"MER proto-oncogene, tyrosine kinase"	10461
10463_at	SLC30A9	solute carrier family 30 member 9	10463
10464_at	PIBF1	progesterone immunomodulatory binding factor 1	10464
10465_at	PPIH	peptidylprolyl isomerase H	10465
10466_at	COG5	component of oligomeric golgi complex 5	10466
10467_at	ZNHIT1	zinc finger HIT-type containing 1	10467
10469_at	TIMM44	translocase of inner mitochondrial membrane 44	10469
10471_at	PFDN6	prefoldin subunit 6	10471
10472_at	ZBTB18	zinc finger and BTB domain containing 18	10472
10473_at	HMGN4	high mobility group nucleosomal binding domain 4	10473
10474_at	TADA3	transcriptional adaptor 3	10474
10475_at	TRIM38	tripartite motif containing 38	10475
10478_at	SLC25A17	solute carrier family 25 member 17	10478
10479_at	SLC9A6	solute carrier family 9 member A6	10479
10480_at	EIF3M	eukaryotic translation initiation factor 3 subunit M	10480
10482_at	NXF1	nuclear RNA export factor 1	10482
10483_at	SEC23B	"Sec23 homolog B, coat complex II component"	10483
10484_at	SEC23A	"Sec23 homolog A, coat complex II component"	10484
10485_at	C1orf61	chromosome 1 open reading frame 61	10485
10486_at	CAP2	"CAP, adenylate cyclase-associated protein, 2 (yeast)"	10486
10487_at	CAP1	adenylate cyclase associated protein 1	10487
10488_at	CREB3	cAMP responsive element binding protein 3	10488
10489_at	LRRC41	leucine rich repeat containing 41	10489
10490_at	VTI1B	vesicle transport through interaction with t-SNAREs 1B	10490
10491_at	CRTAP	cartilage associated protein	10491
10492_at	SYNCRIP	synaptotagmin binding cytoplasmic RNA interacting protein	10492
10493_at	VAT1	vesicle amine transport 1	10493
10494_at	STK25	serine/threonine kinase 25	10494
10495_at	ENOX2	ecto-NOX disulfide-thiol exchanger 2	10495
10497_at	UNC13B	unc-13 homolog B	10497
10498_at	CARM1	coactivator associated arginine methyltransferase 1	10498
10499_at	NCOA2	nuclear receptor coactivator 2	10499
1050_at	CEBPA	CCAAT/enhancer binding protein alpha	1050
10500_at	SEMA6C	semaphorin 6C	10500
10501_at	SEMA6B	semaphorin 6B	10501
10505_at	SEMA4F	ssemaphorin 4F	10505
10507_at	SEMA4D	semaphorin 4D	10507
10509_at	SEMA4B	semaphorin 4B	10509
1051_at	CEBPB	CCAAT/enhancer binding protein beta	1051
10512_at	SEMA3C	semaphorin 3C	10512
10513_at	APPBP2	amyloid beta precursor protein binding protein 2	10513
10514_at	MYBBP1A	MYB binding protein 1a	10514
10516_at	FBLN5	fibulin 5	10516
10518_at	CIB2	calcium and integrin binding family member 2	10518
10519_at	CIB1	calcium and integrin binding 1	10519
1052_at	CEBPD	CCAAT/enhancer binding protein delta	1052
10520_at	ZNF211	zinc finger protein 211	10520
10521_at	DDX17	DEAD-box helicase 17	10521
10522_at	DEAF1	"DEAF1, transcription factor"	10522
10523_at	CHERP	calcium homeostasis endoplasmic reticulum protein	10523
10524_at	KAT5	lysine acetyltransferase 5	10524
10525_at	HYOU1	hypoxia up-regulated 1	10525
10526_at	IPO8	importin 8	10526
10527_at	IPO7	importin 7	10527
10528_at	NOP56	NOP56 ribonucleoprotein	10528
10529_at	NEBL	nebulette	10529
10531_at	PITRM1	pitrilysin metallopeptidase 1	10531
10533_at	ATG7	autophagy related 7	10533
10534_at	SSSCA1	Sjogren syndrome/scleroderma autoantigen 1	10534
10535_at	RNASEH2A	ribonuclease H2 subunit A	10535
10536_at	P3H3	prolyl 3-hydroxylase 3	10536
10537_at	UBD	ubiquitin D	10537
10538_at	BATF	basic leucine zipper ATF-like transcription factor	10538
10539_at	GLRX3	glutaredoxin 3	10539
1054_at	CEBPG	CCAAT/enhancer binding protein gamma	1054
10540_at	DCTN2	dynactin subunit 2	10540
10541_at	ANP32B	acidic nuclear phosphoprotein 32 family member B	10541
10542_at	LAMTOR5	"late endosomal/lysosomal adaptor, MAPK and MTOR activator 5"	10542
10544_at	PROCR	protein C receptor	10544
10548_at	TM9SF1	transmembrane 9 superfamily member 1	10548
10549_at	PRDX4	peroxiredoxin 4	10549
10550_at	ARL6IP5	ADP ribosylation factor like GTPase 6 interacting protein 5	10550
10552_at	ARPC1A	actin related protein 2/3 complex subunit 1A	10552
10553_at	HTATIP2	HIV-1 Tat interactive protein 2	10553
10554_at	AGPAT1	1-acylglycerol-3-phosphate O-acyltransferase 1	10554
10555_at	AGPAT2	1-acylglycerol-3-phosphate O-acyltransferase 2	10555
10556_at	RPP30	ribonuclease P/MRP subunit p30	10556
10557_at	RPP38	ribonuclease P/MRP subunit p38	10557
10558_at	SPTLC1	serine palmitoyltransferase long chain base subunit 1	10558
10559_at	SLC35A1	solute carrier family 35 member A1	10559
10560_at	SLC19A2	solute carrier family 19 member 2	10560
10561_at	IFI44	interferon induced protein 44	10561
10564_at	ARFGEF2	ADP ribosylation factor guanine nucleotide exchange factor 2	10564
10565_at	ARFGEF1	ADP ribosylation factor guanine nucleotide exchange factor 1	10565
10567_at	RABAC1	Rab acceptor 1	10567
10569_at	SLU7	"SLU7 homolog, splicing factor"	10569
10572_at	SIVA1	SIVA1 apoptosis inducing factor	10572
10573_at	MRPL28	mitochondrial ribosomal protein L28	10573
10574_at	CCT7	chaperonin containing TCP1 subunit 7	10574
10575_at	CCT4	chaperonin containing TCP1 subunit 4	10575
10576_at	CCT2	chaperonin containing TCP1 subunit 2	10576
10577_at	NPC2	NPC intracellular cholesterol transporter 2	10577
10578_at	GNLY	granulysin	10578
10579_at	TACC2	transforming acidic coiled-coil containing protein 2	10579
10580_at	SORBS1	sorbin and SH3 domain containing 1	10580
10581_at	IFITM2	interferon induced transmembrane protein 2	10581
10585_at	POMT1	protein O-mannosyltransferase 1	10585
10587_at	TXNRD2	thioredoxin reductase 2	10587
10589_at	DRAP1	DR1 associated protein 1	10589
1059_at	CENPB	centromere protein B	1059
10590_at	SCGN	"secretagogin, EF-hand calcium binding protein"	10590
10591_at	DNPH1	2'-deoxynucleoside 5'-phosphate N-hydrolase 1	10591
10592_at	SMC2	structural maintenance of chromosomes 2	10592
10594_at	PRPF8	pre-mRNA processing factor 8	10594
10595_at	ERN2	endoplasmic reticulum to nucleus signaling 2	10595
10598_at	AHSA1	activator of Hsp90 ATPase activity 1	10598
1060_at	CENPC	centromere protein C	1060
10600_at	USP16	ubiquitin specific peptidase 16	10600
10602_at	CDC42EP3	CDC42 effector protein 3	10602
10603_at	SH2B2	SH2B adaptor protein 2	10603
10606_at	PAICS	phosphoribosylaminoimidazole carboxylase; phosphoribosylaminoimidazolesuccinocarboxamide synthase	10606
10607_at	TBL3	transducin beta like 3	10607
10608_at	MXD4	MAX dimerization protein 4	10608
10609_at	P3H4	prolyl 3-hydroxylase family member 4 (non-enzymatic)	10609
10610_at	ST6GALNAC2	"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2"	10610
10611_at	PDLIM5	PDZ and LIM domain 5	10611
10613_at	ERLIN1	ER lipid raft associated 1	10613
10614_at	HEXIM1	hexamethylene bisacetamide inducible 1	10614
10615_at	SPAG5	sperm associated antigen 5	10615
10616_at	RBCK1	RANBP2-type and C3HC4-type zinc finger containing 1	10616
10617_at	STAMBP	STAM binding protein	10617
10618_at	TGOLN2	trans-golgi network protein 2	10618
10621_at	POLR3F	polymerase (RNA) III subunit F	10621
10623_at	POLR3C	polymerase (RNA) III subunit C	10623
10625_at	IVNS1ABP	influenza virus NS1A binding protein	10625
10627_at	MYL12A	myosin light chain 12A	10627
10628_at	TXNIP	thioredoxin interacting protein	10628
10630_at	PDPN	podoplanin	10630
10631_at	POSTN	periostin	10631
10632_at	ATP5L	"ATP synthase, H+ transporting, mitochondrial Fo complex subunit G"	10632
